subj,csnmap1,csnmap2,csnmap3,csnmap4,csnmap5,csnmap6,csnmap7
172433,0.046200,-0.004000,-0.015300,0.014900,0.020900,0.060300,0.033400
172534,0.018400,-0.052800,0.017500,0.035900,0.095500,0.108200,0.031900
173334,0.014600,-0.054100,0.019500,0.036600,0.067100,0.097200,0.028300
173839,0.014300,-0.106100,0.045600,0.045100,0.065600,0.114900,0.018000
176037,0.045200,-0.006000,0.007300,0.033200,0.061500,0.090500,0.034000
178849,0.028700,-0.071400,0.011900,-0.003100,0.001000,0.071100,-0.008300
188751,0.041400,0.018600,-0.006500,0.019900,0.042500,0.086200,0.029200
191336,0.035200,-0.050800,0.021700,0.039200,0.064000,0.094500,0.030400
192035,0.066900,-0.012400,0.020100,0.031300,0.054800,0.096500,0.035100
195041,0.044300,0.013400,-0.007700,0.009900,0.020300,0.066100,0.029700
195849,0.043000,-0.015300,-0.008400,0.021700,0.030100,0.092000,0.029900
200311,0.043400,-0.006300,-0.001700,0.026700,0.031700,0.080300,0.032200
200513,0.020500,-0.034400,0.012400,0.014600,0.035200,0.060500,0.011500
200614,0.042000,0.011500,-0.007700,0.011900,0.026500,0.075800,0.030200
201111,0.029700,-0.048300,0.049000,0.066700,0.101500,0.126800,0.045600
201818,0.045000,0.011400,-0.012500,0.007700,0.018800,0.073600,0.031100
202820,0.045100,-0.047200,0.020400,0.026600,0.040500,0.079600,0.021300
204016,0.006100,-0.040900,0.000800,0.014500,0.021000,0.032100,0.004900
204218,0.032500,0.008100,-0.009200,0.012300,0.032700,0.058900,0.024500
204622,0.066800,-0.040000,0.050800,0.055200,0.087100,0.109500,0.057800
205220,0.055300,-0.013300,0.006100,0.013300,0.027600,0.070100,0.020900
206323,0.021800,-0.035400,-0.004900,0.021700,0.045200,0.094500,0.034600
206929,0.053800,0.034200,-0.032900,-0.007700,0.005200,0.037100,0.024900
210617,0.048300,0.039300,-0.008200,0.009800,0.026200,0.059800,0.019300
211316,0.062200,-0.031900,0.022100,0.036100,0.052800,0.074800,0.047100
213421,0.052200,-0.043500,0.029600,0.025700,0.037600,0.085500,0.025700
214726,0.039600,-0.041800,0.011000,0.015400,0.027500,0.079000,0.025500
217126,0.038600,-0.043800,0.005500,0.007000,0.027900,0.079000,0.025800
219231,0.033900,0.027100,-0.019400,0.007200,0.027900,0.070500,0.030400
238033,0.053400,0.002400,-0.004400,0.018100,0.037700,0.085300,0.029200
257542,0.072100,-0.000300,-0.001700,0.014700,0.030900,0.061600,0.038400
257946,0.046500,0.026800,-0.007900,0.010400,0.017400,0.039200,0.022900
285446,0.040400,-0.032300,0.011100,0.011000,0.035200,0.081300,0.017700
290136,0.024400,-0.031500,0.015800,0.009200,0.020800,0.052300,0.005900
295146,0.056700,-0.012600,0.018400,0.026100,0.030100,0.061900,0.032500
304020,0.036100,-0.013000,0.003800,0.008200,0.011200,0.068100,0.018000
346945,0.049100,-0.015200,-0.006800,0.012300,0.034200,0.079200,0.019800
356948,0.048400,0.001400,-0.007200,0.011400,0.017700,0.058800,0.021400
361941,-0.027800,-0.002200,-0.026000,-0.025200,-0.014000,-0.006900,-0.010800
366446,0.039700,-0.018300,0.008300,0.032100,0.051000,0.090700,0.030100
371843,0.045600,-0.042900,0.027700,0.027500,0.057700,0.071000,0.032000
377451,0.058900,-0.010400,0.016800,0.042200,0.059700,0.096300,0.051400
380036,0.025800,0.000200,-0.020300,0.015100,0.019500,0.087900,0.017400
386250,0.001600,-0.004300,-0.023100,-0.014700,-0.020200,0.025600,-0.002600
394956,0.040200,-0.019400,0.008100,-0.001400,0.002700,0.025700,0.008200
397154,0.015400,0.022600,-0.022000,-0.001700,0.036300,0.051100,0.022200
429040,0.055400,-0.010100,0.000000,0.018300,0.038300,0.082000,0.036700
441939,0.001700,0.000900,-0.039700,-0.034200,-0.023900,0.010500,-0.019300
449753,0.004800,0.009900,-0.021500,-0.011600,-0.014700,0.033300,-0.015700
475855,0.034200,-0.029700,-0.001600,0.013700,0.047600,0.089600,0.021000
481951,0.028000,-0.051100,0.013700,0.014700,0.024100,0.077100,0.019200
510225,0.056600,-0.011100,0.017900,0.023000,0.036300,0.038200,0.036100
516742,0.020300,-0.066000,0.050800,0.063800,0.110600,0.114000,0.040400
520228,0.029700,-0.036900,0.015500,0.032400,0.060400,0.118500,0.021400
523032,0.034500,-0.003400,-0.006000,0.014100,0.018500,0.077600,0.016000
524135,0.065100,-0.002700,0.012200,0.044200,0.060200,0.114100,0.041700
525541,0.043500,-0.046900,0.006100,0.011400,0.043100,0.066000,0.023600
541640,0.022300,-0.008800,0.010400,0.028100,0.048200,0.094300,0.017200
552241,0.031300,-0.083100,0.032700,0.030100,0.035600,0.092000,0.017100
597869,0.050000,-0.020700,0.012100,0.027900,0.042000,0.105100,0.031800
598568,0.051500,-0.008200,0.007900,0.026900,0.049600,0.098800,0.041300
617748,0.059600,-0.025100,0.042800,0.051500,0.092800,0.109900,0.056100
627852,0.014300,-0.029900,0.008500,0.017700,0.016400,0.094200,0.010900
633847,0.044800,-0.020000,-0.000600,0.025000,0.038200,0.078000,0.028700
647858,0.005500,-0.057200,0.016900,0.022900,0.042600,0.083000,0.009200
664757,0.032900,-0.011200,0.006400,0.025200,0.044800,0.106700,0.027700
680957,0.048400,-0.059000,0.037200,0.044000,0.054600,0.086000,0.030900
692964,0.056200,-0.030900,0.026900,0.047200,0.054400,0.089200,0.044500
694362,0.047900,-0.045200,0.010900,0.032700,0.045500,0.083400,0.027200
720337,0.038000,-0.006100,-0.000800,0.014400,0.060100,0.083100,0.027500
728454,0.019700,0.023100,-0.027600,-0.003200,0.008300,0.052500,0.023000
729557,0.049800,-0.011900,-0.007100,0.030900,0.034000,0.107400,0.042000
734045,0.039200,0.010600,-0.004800,0.025500,0.041600,0.086100,0.027200
744553,0.050400,0.023300,-0.025300,-0.011100,-0.017100,0.032700,0.012200
759869,0.059500,-0.058900,0.052700,0.071500,0.111000,0.135400,0.063800
763557,0.036700,0.006600,-0.003300,0.027000,0.039600,0.072600,0.030400
782561,0.086200,-0.015700,0.016100,0.051900,0.069500,0.108100,0.066200
783462,0.038900,-0.057100,0.011800,0.010600,0.024800,0.065900,0.026300
800941,0.008900,-0.061200,0.009200,0.026100,0.032600,0.107000,0.007900
812746,0.018800,-0.021200,-0.015100,0.004400,-0.000100,0.078000,0.009100
815247,0.063400,-0.027000,0.024500,0.034900,0.056300,0.088000,0.045800
837964,0.055300,-0.050200,0.032500,0.047100,0.069800,0.100100,0.042700
844961,0.040900,0.038400,-0.024700,0.010100,0.038500,0.069400,0.030300
849971,0.029000,0.007300,-0.004200,0.019500,0.040900,0.084100,0.024800
884064,0.051300,-0.067200,0.034000,0.028600,0.055900,0.079100,0.028800
894673,0.056000,0.000600,-0.010300,0.000800,0.015100,0.044100,0.024000
910443,0.056000,-0.031300,0.021600,0.033400,0.065600,0.099600,0.047000
930449,0.027900,-0.006100,0.002000,0.019900,0.058900,0.068800,0.037800
943862,0.007200,-0.032700,-0.022400,-0.009700,0.002100,0.043400,0.008000
978578,0.037300,-0.037000,0.011500,0.030200,0.049000,0.090700,0.028400
