subj,abs_mean,rel_mean,pct_removed
101309,0.409739,0.049512,0.560961
102715,0.270809,0.068605,0.460685
103414,0.215035,0.071318,0.648352
104820,0.475181,0.120952,0.583916
105115,0.218170,0.059957,0.430478
107422,0.162719,0.059799,0.472906
108121,0.368697,0.173936,0.521032
108323,0.287716,0.057812,0.651714
109325,0.398122,0.114082,0.498932
113922,0.168829,0.061216,0.590909
115724,0.080370,0.056785,0.490741
117122,0.668129,0.067004,0.655172
118730,0.237128,0.090175,0.526316
119833,0.196482,0.112223,0.546818
120414,0.203471,0.053772,0.568323
120717,0.652204,0.066584,0.516667
122620,0.362221,0.049239,0.554361
123925,0.587978,0.096502,0.614286
124624,0.435466,0.123005,0.525287
128026,1.063118,0.093245,0.441993
128632,0.232597,0.070484,0.465517
129028,0.089134,0.053231,0.389080
129129,0.324881,0.070699,0.488142
130518,0.469264,0.112529,0.447619
133019,0.497481,0.065052,0.440278
133625,0.382378,0.076447,0.612903
133827,0.321528,0.088539,0.505556
135124,0.178071,0.055765,0.569444
136833,0.344185,0.087444,0.468750
137027,0.116979,0.068297,0.574176
137229,0.191406,0.130958,0.547721
138534,0.265980,0.068410,0.536875
139637,0.275226,0.057856,0.464286
139839,0.236904,0.057406,0.573118
141422,0.451675,0.052198,0.604167
143325,0.886404,0.104972,0.498316
143426,0.851193,0.075230,0.717316
144731,0.263296,0.142409,0.590909
144832,0.324130,0.074096,0.569556
144933,0.242016,0.104049,0.464460
149236,0.117240,0.090019,0.501042
149741,0.434391,0.129851,0.600313
149842,0.193174,0.068373,0.522282
150524,0.204593,0.075356,0.487192
156031,0.375583,0.100245,0.503922
156536,0.279865,0.054535,0.413313
157942,0.117267,0.073402,0.543103
158540,0.247974,0.075422,0.657869
159946,0.407463,0.081793,0.622475
160830,0.891828,0.110390,0.737353
160931,0.263142,0.059220,0.537037
162228,0.286944,0.062829,0.402083
163331,0.388680,0.182694,0.446429
164030,0.244522,0.043177,0.491402
167440,0.336716,0.071469,0.467708
170934,0.536982,0.066604,0.471510
172433,0.161348,0.052936,0.517708
172534,0.384376,0.057164,0.546921
173334,0.381775,0.054468,0.567568
173839,1.103467,0.108812,0.556572
176037,0.388987,0.103866,0.548462
178849,0.303580,0.050550,0.417421
188751,0.471142,0.119641,0.454057
191336,0.182399,0.066719,0.571429
192035,0.780438,0.073778,0.560870
195041,0.122753,0.102773,0.480000
195849,0.187494,0.083692,0.500000
200311,0.189620,0.060658,0.574353
200513,0.268385,0.048638,0.527478
200614,0.162930,0.113324,0.510870
201111,0.116895,0.052459,0.586694
201818,0.226310,0.058858,0.570881
202820,0.732260,0.129096,0.522254
204016,0.324601,0.107852,0.438063
204218,0.607908,0.082427,0.395299
204622,1.021091,0.099850,0.509150
205220,0.209157,0.156134,0.559259
206323,0.571476,0.133954,0.626452
206929,0.541500,0.103807,0.497712
210617,0.169362,0.056369,0.328571
211316,0.409230,0.093200,0.632500
213421,0.333616,0.091154,0.569734
214726,0.353225,0.084336,0.610811
217126,0.186242,0.085162,0.508621
219231,0.159994,0.052973,0.513553
238033,0.567045,0.060773,0.586905
257542,0.177570,0.090816,0.577477
257946,0.450493,0.102650,0.551724
285446,0.345542,0.048767,0.476648
290136,0.238160,0.097825,0.543719
295146,0.202676,0.200221,0.647222
304020,0.358671,0.101268,0.633333
346945,0.261408,0.105649,0.483382
356948,0.311972,0.057359,0.509259
361941,0.483149,0.058962,0.527778
366446,1.048207,0.128783,0.576596
371843,0.507861,0.082818,0.424641
377451,0.682163,0.072572,0.468750
380036,0.202654,0.083739,0.475806
386250,0.513289,0.069794,0.583929
394956,0.425252,0.054980,0.528439
397154,0.234988,0.069274,0.581250
429040,0.294543,0.066220,0.645257
441939,0.334426,0.098124,0.476310
449753,0.484368,0.068406,0.523185
475855,0.297436,0.081280,0.475269
481951,0.419883,0.053759,0.574309
510225,0.259632,0.080369,0.517241
516742,0.652338,0.140632,0.708291
520228,0.202285,0.062178,0.439189
523032,0.273116,0.067532,0.627005
524135,0.133211,0.059292,0.468750
525541,0.517944,0.091509,0.587198
541640,0.155010,0.037416,0.484427
552241,0.308130,0.111402,0.681985
597869,0.182288,0.106622,0.322443
598568,0.354669,0.049818,0.637815
617748,0.568900,0.125540,0.524194
627852,0.342623,0.077487,0.740377
633847,0.778255,0.107943,0.516667
647858,0.384689,0.074962,0.530792
664757,0.678885,0.079275,0.542857
680957,0.438315,0.065986,0.632500
692964,0.694718,0.074881,0.479365
694362,0.362055,0.095107,0.659933
720337,0.439843,0.053121,0.552363
728454,0.376513,0.081314,0.548799
729557,0.100541,0.053252,0.464286
734045,0.382752,0.074427,0.486928
744553,0.401377,0.077736,0.555556
759869,0.770848,0.072786,0.577451
763557,0.419049,0.103395,0.490860
782561,0.169032,0.051435,0.516484
783462,0.390925,0.060675,0.589247
800941,0.227012,0.084397,0.556221
812746,0.658869,0.068228,0.687838
815247,0.696640,0.080796,0.580808
837964,0.323120,0.149446,0.548958
844961,0.157792,0.058232,0.520833
849971,0.218128,0.077141,0.566667
884064,0.215179,0.077899,0.454365
894673,0.174094,0.067157,0.579630
910443,0.416713,0.058570,0.523185
930449,0.256216,0.063557,0.448276
943862,0.229639,0.065050,0.410786
978578,0.220606,0.087166,0.586207
