subj,task,run,abs_mean,rel_mean,pct_removed
109325,WM,RL,0.203136,0.130197,0.540541
109325,GAMBLING,LR,0.284863,0.131643,0.500000
109325,GAMBLING,RL,0.216342,0.120699,0.678571
109325,EMOTION,LR,0.479413,0.132379,0.689655
109325,EMOTION,RL,0.256478,0.115964,0.615385
113922,SOCIAL,LR,0.136986,0.058562,0.545455
113922,SOCIAL,RL,0.200672,0.063869,0.636364
113922,WM,LR,0.526909,0.074159,0.513514
113922,WM,RL,0.720433,0.078435,0.621622
113922,GAMBLING,LR,0.219199,0.078820,0.593750
113922,GAMBLING,RL,0.346579,0.071278,0.625000
113922,EMOTION,LR,0.104551,0.071257,0.480000
113922,EMOTION,RL,0.243362,0.055951,0.560000
115724,SOCIAL,LR,0.073367,0.058424,0.481481
115724,SOCIAL,RL,0.087373,0.055147,0.500000
115724,WM,LR,0.193824,0.045925,0.555556
115724,WM,RL,0.085543,0.044049,0.545455
115724,GAMBLING,LR,0.252460,0.045556,0.555556
115724,GAMBLING,RL,0.098513,0.037784,0.571429
115724,EMOTION,LR,0.151421,0.077483,0.384615
115724,EMOTION,RL,0.086352,0.064826,0.434783
117122,SOCIAL,LR,0.966548,0.062811,0.689655
117122,SOCIAL,RL,0.369710,0.071197,0.620690
117122,WM,LR,0.482152,0.087835,0.675000
117122,WM,RL,0.427814,0.081108,0.647059
117122,GAMBLING,LR,0.122893,0.081284,0.714286
117122,GAMBLING,RL,0.259646,0.081355,0.720000
117122,EMOTION,LR,0.150086,0.073926,0.608696
117122,EMOTION,RL,0.255775,0.056395,0.619048
118730,SOCIAL,LR,0.214814,0.097265,0.552632
118730,SOCIAL,RL,0.259442,0.083085,0.500000
118730,WM,LR,0.396137,0.106765,0.534884
118730,WM,RL,0.573711,0.102779,0.575000
118730,GAMBLING,LR,0.191326,0.108575,0.741935
118730,GAMBLING,RL,0.155430,0.112158,0.625000
118730,EMOTION,LR,0.234232,0.092738,0.590909
118730,EMOTION,RL,0.608702,0.074013,0.695652
119833,SOCIAL,LR,0.153902,0.119145,0.605263
119833,SOCIAL,RL,0.239062,0.105301,0.488372
119833,WM,LR,0.441027,0.118410,0.714286
119833,WM,RL,0.552958,0.132540,0.634146
119833,GAMBLING,LR,0.310674,0.121911,0.656250
119833,GAMBLING,RL,0.353058,0.131611,0.617647
119833,EMOTION,LR,0.633508,0.090729,0.576923
119833,EMOTION,RL,0.101822,0.091876,0.458333
120414,SOCIAL,LR,0.180235,0.050614,0.565217
120414,SOCIAL,RL,0.226707,0.056931,0.571429
120414,WM,LR,0.369327,0.056278,0.424242
120414,WM,RL,0.359847,0.049878,0.516129
120414,GAMBLING,LR,0.216698,0.055815,0.600000
120414,GAMBLING,RL,0.600346,0.059895,0.714286
120414,EMOTION,LR,0.523570,0.061634,0.652174
120414,EMOTION,RL,1.505270,0.071883,0.761905
120717,SOCIAL,LR,0.961588,0.062907,0.433333
120717,SOCIAL,RL,0.342821,0.070261,0.600000
120717,WM,LR,1.652330,0.113495,0.676471
120717,WM,RL,0.867856,0.100923,0.611111
120717,GAMBLING,LR,0.324875,0.101305,0.636364
120717,GAMBLING,RL,0.505361,0.082332,0.666667
120717,EMOTION,LR,0.714940,0.069225,0.541667
120717,EMOTION,RL,0.219654,0.068370,0.666667
122620,SOCIAL,LR,0.418266,0.045473,0.592593
122620,SOCIAL,RL,0.306176,0.053004,0.516129
122620,WM,LR,0.312735,0.067167,0.687500
122620,WM,RL,0.292334,0.056352,0.696970
122620,GAMBLING,LR,0.316892,0.062595,0.615385
122620,GAMBLING,RL,0.323044,0.061154,0.750000
122620,EMOTION,LR,0.262992,0.052838,0.636364
122620,EMOTION,RL,0.165460,0.048708,0.608696
123925,SOCIAL,LR,0.603277,0.105468,0.628571
123925,SOCIAL,RL,0.572679,0.087537,0.600000
123925,WM,LR,0.493292,0.099613,0.620690
123925,WM,RL,2.053020,0.107383,0.787879
123925,GAMBLING,LR,0.799221,0.097154,0.695652
123925,GAMBLING,RL,0.211291,0.124694,0.666667
123925,EMOTION,LR,0.668020,0.106563,0.583333
123925,EMOTION,RL,1.711090,0.112005,0.750000
124624,SOCIAL,LR,0.369076,0.135355,0.533333
124624,SOCIAL,RL,0.501856,0.110654,0.517241
124624,WM,LR,0.176905,0.143833,0.470588
124624,WM,RL,0.170636,0.087919,0.468750
124624,GAMBLING,LR,0.374632,0.142585,0.821429
124624,GAMBLING,RL,0.166320,0.127994,0.565217
124624,EMOTION,LR,0.128505,0.087400,0.590909
124624,EMOTION,RL,0.110807,0.119022,0.478261
128026,SOCIAL,LR,0.969386,0.095885,0.411765
128026,SOCIAL,RL,1.156850,0.090605,0.472222
128026,WM,LR,0.279109,0.103373,0.317073
128026,WM,RL,0.372885,0.101875,0.380952
128026,GAMBLING,LR,0.638620,0.091889,0.419355
128026,GAMBLING,RL,0.403377,0.094322,0.533333
128026,EMOTION,LR,0.378395,0.082853,0.478261
128026,EMOTION,RL,0.462921,0.081746,0.590909
128632,SOCIAL,LR,0.260441,0.062142,0.413793
128632,SOCIAL,RL,0.204754,0.078826,0.517241
128632,WM,LR,0.534547,0.068928,0.621622
128632,WM,RL,0.544714,0.066240,0.558824
128632,GAMBLING,LR,0.167205,0.067059,0.535714
128632,GAMBLING,RL,0.120262,0.064116,0.640000
128632,EMOTION,LR,0.434793,0.087283,0.592593
128632,EMOTION,RL,0.275135,0.065291,0.565217
129028,SOCIAL,LR,0.107551,0.053716,0.433333
129028,SOCIAL,RL,0.070716,0.052747,0.344828
129028,WM,LR,0.129785,0.073791,0.593750
129028,WM,RL,0.190141,0.071760,0.575758
129028,GAMBLING,LR,0.116889,0.068702,0.620690
129028,GAMBLING,RL,0.119077,0.072619,0.500000
129028,EMOTION,LR,0.106873,0.047435,0.380952
129028,EMOTION,RL,0.117288,0.052192,0.583333
129129,SOCIAL,LR,0.378829,0.065470,0.454545
129129,SOCIAL,RL,0.270933,0.075929,0.521739
129129,WM,LR,0.344663,0.085101,0.593750
129129,WM,RL,0.644109,0.106953,0.666667
129129,GAMBLING,LR,0.467133,0.065000,0.695652
129129,GAMBLING,RL,0.297255,0.105576,0.652174
129129,EMOTION,LR,0.337063,0.075705,0.550000
129129,EMOTION,RL,0.261656,0.073800,0.450000
130518,SOCIAL,LR,0.372147,0.111689,0.428571
130518,SOCIAL,RL,0.566380,0.113369,0.466667
130518,WM,LR,0.482872,0.162958,0.622222
130518,WM,RL,1.024430,0.146432,0.604651
130518,GAMBLING,LR,0.383158,0.149905,0.666667
130518,GAMBLING,RL,0.492559,0.133908,0.518519
130518,EMOTION,LR,0.375435,0.191423,0.593750
130518,EMOTION,RL,0.385911,0.252377,0.523810
133019,SOCIAL,LR,0.697583,0.069825,0.325000
133019,SOCIAL,RL,0.297380,0.060278,0.555556
133019,WM,LR,0.444201,0.067043,0.465116
133019,WM,RL,0.145027,0.098213,0.560976
133019,GAMBLING,LR,0.385978,0.058639,0.484848
133019,GAMBLING,RL,0.187762,0.077571,0.500000
133019,EMOTION,LR,0.646450,0.072854,0.535714
133019,EMOTION,RL,0.748832,0.066568,0.600000
133625,SOCIAL,LR,0.226068,0.077327,0.548387
133625,SOCIAL,RL,0.538687,0.075568,0.677419
133625,WM,LR,0.138693,0.063188,0.628571
133625,WM,RL,0.148874,0.065710,0.545455
133625,GAMBLING,LR,0.096751,0.060615,0.517241
133625,GAMBLING,RL,0.114411,0.055831,0.576923
133625,EMOTION,LR,0.146042,0.082558,0.583333
133625,EMOTION,RL,0.107286,0.074702,0.727273
133827,SOCIAL,LR,0.374615,0.089437,0.566667
133827,SOCIAL,RL,0.268441,0.087641,0.444444
133827,WM,LR,0.404582,0.060281,0.575758
133827,WM,RL,0.311440,0.064209,0.500000
133827,GAMBLING,LR,0.549542,0.064266,0.541667
133827,GAMBLING,RL,0.235657,0.059866,0.545455
133827,EMOTION,LR,0.255810,0.121001,0.560000
133827,EMOTION,RL,0.230444,0.105093,0.560000
135124,SOCIAL,LR,0.197252,0.063291,0.555556
135124,SOCIAL,RL,0.158890,0.048239,0.583333
135124,WM,LR,0.317348,0.039780,0.586207
135124,WM,RL,0.517267,0.041518,0.535714
135124,GAMBLING,LR,0.181626,0.041633,0.619048
135124,GAMBLING,RL,0.218369,0.043585,0.590909
135124,EMOTION,LR,0.119690,0.074624,0.545455
135124,EMOTION,RL,0.140812,0.072114,0.650000
136833,SOCIAL,LR,0.327955,0.091774,0.531250
136833,SOCIAL,RL,0.360415,0.083114,0.406250
136833,WM,LR,0.376741,0.100289,0.513514
136833,WM,RL,0.306450,0.099606,0.515152
136833,GAMBLING,LR,0.245925,0.101736,0.615385
136833,GAMBLING,RL,0.311994,0.099753,0.653846
136833,EMOTION,LR,0.369364,0.079268,0.545455
136833,EMOTION,RL,0.328270,0.082046,0.666667
137027,SOCIAL,LR,0.148460,0.071738,0.571429
137027,SOCIAL,RL,0.085498,0.064856,0.576923
137027,WM,LR,0.391782,0.053926,0.656250
137027,WM,RL,0.776831,0.053391,0.764706
137027,GAMBLING,LR,0.144779,0.062369,0.655172
137027,GAMBLING,RL,0.140190,0.058030,0.730769
137027,EMOTION,LR,0.163776,0.049004,0.681818
137027,EMOTION,RL,0.092604,0.050439,0.700000
137229,SOCIAL,LR,0.250980,0.121965,0.518519
137229,SOCIAL,RL,0.131831,0.139950,0.576923
137229,WM,LR,0.132703,0.098445,0.500000
137229,WM,RL,0.240313,0.101694,0.586207
137229,GAMBLING,LR,0.208443,0.103872,0.538462
137229,GAMBLING,RL,0.155733,0.114665,0.565217
137229,EMOTION,LR,0.104475,0.127943,0.476190
137229,EMOTION,RL,0.188582,0.115617,0.636364
138534,SOCIAL,LR,0.363119,0.068146,0.593750
138534,SOCIAL,RL,0.168841,0.068675,0.480000
138534,WM,LR,0.131696,0.072916,0.441176
138534,WM,RL,0.257349,0.079538,0.500000
138534,GAMBLING,LR,0.154239,0.076714,0.392857
138534,GAMBLING,RL,0.140670,0.081194,0.400000
138534,EMOTION,LR,0.078631,0.048539,0.550000
138534,EMOTION,RL,0.141161,0.114766,0.650000
139637,SOCIAL,LR,0.424486,0.061329,0.428571
139637,SOCIAL,RL,0.125967,0.054382,0.500000
139637,WM,LR,0.203894,0.083099,0.625000
139637,WM,RL,0.857291,0.060396,0.638889
139637,GAMBLING,LR,0.207070,0.091183,0.583333
139637,GAMBLING,RL,0.284777,0.072694,0.625000
139637,EMOTION,LR,0.136962,0.079118,0.590909
139637,EMOTION,RL,0.267015,0.070310,0.576923
139839,SOCIAL,LR,0.253675,0.050301,0.533333
139839,SOCIAL,RL,0.220134,0.064510,0.612903
139839,WM,LR,0.541010,0.062963,0.625000
139839,WM,RL,0.573074,0.069446,0.600000
139839,GAMBLING,LR,0.295085,0.057221,0.703704
139839,GAMBLING,RL,0.428640,0.066939,0.692308
139839,EMOTION,LR,0.408650,0.067659,0.681818
139839,EMOTION,RL,0.345703,0.061379,0.636364
141422,SOCIAL,LR,0.381044,0.050009,0.583333
141422,SOCIAL,RL,0.522306,0.054387,0.625000
141422,WM,LR,0.483122,0.056921,0.531250
141422,WM,RL,0.592967,0.049599,0.600000
141422,GAMBLING,LR,0.310165,0.065424,0.625000
141422,GAMBLING,RL,0.197303,0.070985,0.695652
141422,EMOTION,LR,0.179046,0.067913,0.619048
141422,EMOTION,RL,0.161185,0.067413,0.619048
143325,SOCIAL,LR,1.077990,0.103649,0.515152
143325,SOCIAL,RL,0.694818,0.106295,0.481481
143325,WM,LR,1.198460,0.101108,0.585366
143325,WM,RL,0.895239,0.098963,0.605263
143325,GAMBLING,LR,0.635316,0.100222,0.586207
143325,GAMBLING,RL,0.659534,0.092385,0.500000
143325,EMOTION,LR,0.593869,0.109602,0.500000
143325,EMOTION,RL,0.601874,0.098185,0.666667
143426,SOCIAL,LR,1.020540,0.087902,0.828571
143426,SOCIAL,RL,0.681845,0.062557,0.606061
143426,WM,LR,0.469618,0.050244,0.666667
143426,WM,RL,0.385637,0.055021,0.625000
143426,GAMBLING,LR,0.287606,0.048493,0.730769
143426,GAMBLING,RL,0.370591,0.049858,0.600000
143426,EMOTION,LR,0.446082,0.068052,0.769231
143426,EMOTION,RL,0.332934,0.065363,0.666667
144731,SOCIAL,LR,0.233703,0.143732,0.606061
144731,SOCIAL,RL,0.292888,0.141087,0.575758
144731,WM,LR,0.247544,0.122345,0.565217
144731,WM,RL,0.277367,0.129595,0.627907
144731,GAMBLING,LR,0.340395,0.120601,0.588235
144731,GAMBLING,RL,0.176135,0.119409,0.516129
144731,EMOTION,LR,0.670701,0.120182,0.666667
144731,EMOTION,RL,0.388251,0.126671,0.520000
144832,SOCIAL,LR,0.326757,0.073710,0.451613
144832,SOCIAL,RL,0.321504,0.074482,0.687500
144832,WM,LR,0.930483,0.105787,0.697674
144832,WM,RL,0.914142,0.097140,0.731707
144832,GAMBLING,LR,0.166275,0.096904,0.785714
144832,GAMBLING,RL,0.473534,0.073576,0.655172
144832,EMOTION,LR,0.848390,0.062993,0.526316
144832,EMOTION,RL,1.209180,0.085267,0.681818
144933,SOCIAL,LR,0.238747,0.109396,0.414634
144933,SOCIAL,RL,0.245285,0.098701,0.514286
144933,WM,LR,0.462044,0.077010,0.473684
144933,WM,RL,0.345147,0.087842,0.617647
144933,GAMBLING,LR,0.718045,0.082453,0.558824
144933,GAMBLING,RL,0.282570,0.097442,0.548387
144933,EMOTION,LR,0.226890,0.085401,0.500000
144933,EMOTION,RL,0.250077,0.088449,0.583333
149236,SOCIAL,LR,0.119362,0.089459,0.468750
149236,SOCIAL,RL,0.115118,0.090579,0.533333
149236,WM,LR,0.295603,0.063769,0.529412
149236,WM,RL,0.347861,0.061667,0.516129
149236,GAMBLING,LR,0.353292,0.067900,0.555556
149236,GAMBLING,RL,0.192954,0.077777,0.520000
149236,EMOTION,LR,0.239412,0.090642,0.560000
149236,EMOTION,RL,0.457361,0.087633,0.583333
149741,SOCIAL,LR,0.469308,0.134901,0.655172
149741,SOCIAL,RL,0.399473,0.124801,0.545455
149741,WM,LR,0.741638,0.119629,0.619048
149741,WM,RL,1.103340,0.116877,0.604651
149741,GAMBLING,LR,2.517820,0.127827,0.558824
149741,GAMBLING,RL,1.852200,0.123693,0.676471
149741,EMOTION,LR,0.305228,0.101745,0.400000
149741,EMOTION,RL,0.278452,0.158730,0.862069
149842,SOCIAL,LR,0.214254,0.057287,0.529412
149842,SOCIAL,RL,0.172095,0.079458,0.515152
149842,WM,LR,0.463865,0.062574,0.463415
149842,WM,RL,0.453863,0.064175,0.473684
149842,GAMBLING,LR,0.676083,0.086456,0.678571
149842,GAMBLING,RL,0.396439,0.056251,0.571429
149842,EMOTION,LR,0.095464,0.052860,0.550000
149842,EMOTION,RL,0.148053,0.072452,0.500000
150524,SOCIAL,LR,0.212485,0.084151,0.457143
150524,SOCIAL,RL,0.196702,0.066560,0.517241
150524,WM,LR,0.163724,0.092162,0.529412
150524,WM,RL,0.378799,0.078898,0.470588
150524,GAMBLING,LR,0.260933,0.076348,0.653846
150524,GAMBLING,RL,0.269875,0.074773,0.760000
150524,EMOTION,LR,0.138552,0.091156,0.608696
150524,EMOTION,RL,0.273374,0.067280,0.730769
156031,SOCIAL,LR,0.327732,0.104524,0.441176
156031,SOCIAL,RL,0.423434,0.095966,0.566667
156031,WM,LR,0.246613,0.086518,0.470588
156031,WM,RL,0.277226,0.110453,0.548387
156031,GAMBLING,LR,0.192983,0.103574,0.538462
156031,GAMBLING,RL,0.276283,0.091766,0.565217
156031,EMOTION,LR,0.239317,0.097443,0.400000
156031,EMOTION,RL,0.265250,0.098073,0.434783
156536,SOCIAL,LR,0.320291,0.054466,0.473684
156536,SOCIAL,RL,0.239440,0.054604,0.352941
156536,WM,LR,0.186773,0.047769,0.333333
156536,WM,RL,0.395246,0.034771,0.366667
156536,GAMBLING,LR,0.481813,0.053845,0.275862
156536,GAMBLING,RL,0.119511,0.046781,0.583333
156536,EMOTION,LR,0.154194,0.044211,0.375000
156536,EMOTION,RL,0.283092,0.055270,0.346154
157942,SOCIAL,LR,0.110119,0.080418,0.500000
157942,SOCIAL,RL,0.124416,0.066386,0.586207
157942,WM,LR,0.127665,0.048218,0.638889
157942,WM,RL,0.514421,0.064442,0.725000
157942,GAMBLING,LR,0.087117,0.071139,0.777778
157942,GAMBLING,RL,0.306247,0.057979,0.645161
157942,EMOTION,LR,0.120106,0.057588,0.625000
157942,EMOTION,RL,0.113062,0.072576,0.608696
158540,SOCIAL,LR,0.239262,0.069992,0.709677
158540,SOCIAL,RL,0.256687,0.080852,0.606061
158540,WM,LR,0.383272,0.154348,0.700000
158540,WM,RL,0.456240,0.104893,0.600000
158540,GAMBLING,LR,0.195280,0.161715,0.757576
158540,GAMBLING,RL,0.168571,0.112128,0.666667
158540,EMOTION,LR,0.265913,0.091480,0.608696
158540,EMOTION,RL,0.213196,0.075263,0.363636
159946,SOCIAL,LR,0.390492,0.072178,0.606061
159946,SOCIAL,RL,0.424433,0.091409,0.638889
159946,WM,LR,0.334180,0.073705,0.361111
159946,WM,RL,0.797417,0.079679,0.461538
159946,GAMBLING,LR,1.003450,0.103085,0.625000
159946,GAMBLING,RL,0.355005,0.071594,0.393939
159946,EMOTION,LR,0.180395,0.065387,0.739130
159946,EMOTION,RL,0.574084,0.079931,0.629630
160830,SOCIAL,LR,0.435717,0.115347,0.717949
160830,SOCIAL,RL,1.347940,0.105433,0.756757
160830,WM,LR,0.578533,0.082610,0.659091
160830,WM,RL,1.587490,0.108643,0.727273
160830,GAMBLING,LR,0.996587,0.075394,0.857143
160830,GAMBLING,RL,1.494910,0.070673,0.900000
160830,EMOTION,LR,0.431416,0.075264,0.730769
160830,EMOTION,RL,0.502613,0.077860,0.740741
160931,SOCIAL,LR,0.191032,0.058845,0.518519
160931,SOCIAL,RL,0.335251,0.059595,0.555556
160931,WM,LR,0.268341,0.053363,0.575758
160931,WM,RL,0.878829,0.057515,0.666667
160931,GAMBLING,LR,0.231585,0.058360,0.720000
160931,GAMBLING,RL,0.193700,0.065595,0.680000
160931,EMOTION,LR,0.215603,0.088072,0.681818
160931,EMOTION,RL,0.592437,0.076230,0.782609
162228,SOCIAL,LR,0.287405,0.060668,0.437500
162228,SOCIAL,RL,0.286482,0.064990,0.366667
162228,WM,LR,0.165736,0.059606,0.485714
162228,WM,RL,0.245623,0.065612,0.567568
162228,GAMBLING,LR,0.100168,0.062663,0.360000
162228,GAMBLING,RL,0.115376,0.059124,0.518519
162228,EMOTION,LR,0.221940,0.057920,0.571429
162228,EMOTION,RL,0.272302,0.082150,0.464286
163331,SOCIAL,LR,0.269015,0.198879,0.392857
163331,SOCIAL,RL,0.508344,0.166509,0.500000
163331,WM,LR,0.273727,0.187379,0.607143
163331,WM,RL,0.215874,0.172607,0.576923
163331,GAMBLING,LR,0.241543,0.189232,0.608696
163331,GAMBLING,RL,0.311204,0.187354,0.571429
163331,EMOTION,LR,0.181050,0.183170,0.636364
163331,EMOTION,RL,0.191568,0.208582,0.631579
164030,SOCIAL,LR,0.321407,0.044878,0.464286
164030,SOCIAL,RL,0.167637,0.041475,0.518519
164030,WM,LR,0.113535,0.049842,0.517241
164030,WM,RL,0.246815,0.042322,0.500000
164030,GAMBLING,LR,0.081138,0.055736,0.500000
164030,GAMBLING,RL,0.170523,0.049581,0.600000
164030,EMOTION,LR,0.243531,0.044263,0.650000
164030,EMOTION,RL,0.062148,0.048923,0.454545
167440,SOCIAL,LR,0.371957,0.062228,0.466667
167440,SOCIAL,RL,0.301474,0.080710,0.468750
167440,WM,LR,0.397419,0.092871,0.555556
167440,WM,RL,0.129534,0.087905,0.555556
167440,GAMBLING,LR,0.372592,0.069012,0.666667
167440,GAMBLING,RL,0.232105,0.069515,0.607143
167440,EMOTION,LR,0.445263,0.077403,0.520000
167440,EMOTION,RL,0.202209,0.082743,0.500000
170934,SOCIAL,LR,0.473953,0.071759,0.461538
170934,SOCIAL,RL,0.600010,0.061450,0.481481
170934,WM,LR,0.191274,0.092661,0.382353
170934,WM,RL,0.225689,0.082409,0.419355
170934,GAMBLING,LR,0.211451,0.102030,0.518519
170934,GAMBLING,RL,0.145531,0.090497,0.480000
170934,EMOTION,LR,0.208969,0.094335,0.500000
170934,EMOTION,RL,0.130575,0.086885,0.421053
172433,SOCIAL,LR,0.097038,0.054970,0.468750
172433,SOCIAL,RL,0.225657,0.050901,0.566667
172433,WM,LR,0.438817,0.061459,0.235294
172433,WM,RL,0.314463,0.051282,0.342857
172433,GAMBLING,LR,0.201393,0.065454,0.333333
172433,GAMBLING,RL,0.136451,0.049385,0.307692
172433,EMOTION,LR,0.092694,0.059113,0.538462
172433,EMOTION,RL,0.113233,0.054033,0.458333
172534,SOCIAL,LR,0.598717,0.059168,0.545455
172534,SOCIAL,RL,0.170034,0.055161,0.548387
172534,WM,LR,0.405068,0.051592,0.514286
172534,WM,RL,0.524907,0.048792,0.657143
172534,GAMBLING,LR,0.750549,0.066569,0.700000
172534,GAMBLING,RL,0.515701,0.050098,0.730769
172534,EMOTION,LR,0.085958,0.068370,0.416667
172534,EMOTION,RL,0.189157,0.053028,0.608696
173334,SOCIAL,LR,0.418926,0.053460,0.513514
173334,SOCIAL,RL,0.344623,0.055476,0.621622
173334,WM,LR,0.118368,0.059059,0.489362
173334,WM,RL,0.250281,0.060803,0.550000
173334,GAMBLING,LR,0.330243,0.065627,0.514286
173334,GAMBLING,RL,0.657476,0.061911,0.486486
173334,EMOTION,LR,0.176598,0.064295,0.562500
173334,EMOTION,RL,0.275741,0.053869,0.481481
173839,SOCIAL,LR,1.230790,0.096644,0.527778
173839,SOCIAL,RL,0.976144,0.120980,0.585366
173839,WM,LR,0.244466,0.088747,0.515152
173839,WM,RL,0.762060,0.070558,0.636364
173839,GAMBLING,LR,0.467397,0.074621,0.571429
173839,GAMBLING,RL,0.448644,0.078744,0.592593
173839,EMOTION,LR,1.229370,0.120804,0.607143
173839,EMOTION,RL,0.442361,0.119584,0.607143
176037,SOCIAL,LR,0.566962,0.109463,0.520000
176037,SOCIAL,RL,0.211012,0.098269,0.576923
176037,WM,LR,1.319670,0.077240,0.689655
176037,WM,RL,1.347520,0.078414,0.724138
176037,GAMBLING,LR,0.768907,0.079371,0.760000
176037,GAMBLING,RL,0.336074,0.073292,0.782609
176037,EMOTION,LR,0.164369,0.114696,0.652174
176037,EMOTION,RL,0.141202,0.120010,0.666667
178849,SOCIAL,LR,0.422085,0.058424,0.411765
178849,SOCIAL,RL,0.185076,0.042675,0.423077
178849,WM,LR,0.186414,0.079525,0.468750
178849,WM,RL,0.417893,0.065483,0.433333
178849,GAMBLING,LR,0.261079,0.081348,0.480000
178849,GAMBLING,RL,0.201323,0.068326,0.636364
178849,EMOTION,LR,0.215642,0.076817,0.476190
178849,EMOTION,RL,0.854201,0.043511,0.578947
188751,SOCIAL,LR,0.370228,0.121842,0.424242
188751,SOCIAL,RL,0.572056,0.117439,0.483871
188751,WM,LR,0.491060,0.133094,0.439024
188751,WM,RL,0.985383,0.128172,0.447368
188751,GAMBLING,LR,0.514649,0.137924,0.600000
188751,GAMBLING,RL,0.384051,0.132965,0.625000
188751,EMOTION,LR,0.344246,0.130660,0.518519
188751,EMOTION,RL,0.507268,0.112976,0.538462
191336,SOCIAL,LR,0.124928,0.062535,0.500000
191336,SOCIAL,RL,0.239870,0.070903,0.642857
191336,WM,LR,0.448868,0.063095,0.580645
191336,WM,RL,0.766158,0.073592,0.687500
191336,GAMBLING,LR,0.199852,0.057810,0.629630
191336,GAMBLING,RL,0.248407,0.060737,0.592593
191336,EMOTION,LR,0.124250,0.065893,0.714286
191336,EMOTION,RL,0.133097,0.076747,0.684211
192035,SOCIAL,LR,1.264270,0.084418,0.600000
192035,SOCIAL,RL,0.296606,0.063138,0.521739
192035,WM,LR,0.393670,0.066878,0.705882
192035,WM,RL,0.673927,0.060257,0.428571
192035,GAMBLING,LR,0.325387,0.080093,0.761905
192035,GAMBLING,RL,0.298277,0.069522,0.590909
192035,EMOTION,LR,0.199982,0.090240,0.800000
192035,EMOTION,RL,0.345333,0.071058,0.650000
195041,SOCIAL,LR,0.109849,0.120848,0.520000
